name,index,site,url,warm_time,temperature
original,17,youtube,http___m.youtube.com_results?q_science,1713,48.000000
original,18,youtube,http___m.youtube.com_results?q_science,1702,48.000000
original,19,youtube,http___m.youtube.com_results?q_science,1740,48.000000
original,20,youtube,http___m.youtube.com_results?q_science,1707,48.000000
original,21,youtube,http___m.youtube.com_results?q_science,1749,48.000000
original,22,youtube,http___m.youtube.com_results?q_science,1714,49.000000
original,23,youtube,http___m.youtube.com_results?q_science,1711,48.000000
original,24,youtube,http___m.youtube.com_results?q_science,1692,48.000000
original,25,youtube,http___m.youtube.com_results?q_science,1658,48.000000
original,26,youtube,http___m.youtube.com_results?q_science,1699,49.000000
original,27,youtube,http___m.youtube.com_results?q_science,1780,49.000000
original,28,youtube,http___m.youtube.com_results?q_science,1727,48.000000
original,0,yandex,http___yandex.ru_touchsearch?text_science,1562,39.000000
original,1,yandex,http___yandex.ru_touchsearch?text_science,1566,41.000000
original,2,yandex,http___yandex.ru_touchsearch?text_science,1531,42.000000
original,3,yandex,http___yandex.ru_touchsearch?text_science,1549,43.000000
original,4,yandex,http___yandex.ru_touchsearch?text_science,1554,43.000000
original,5,yandex,http___yandex.ru_touchsearch?text_science,1710,44.000000
original,6,yandex,http___yandex.ru_touchsearch?text_science,1726,44.000000
